raceId,driverId,constructorId,qualifying_position,q1,q2,q3,points,position,wins,resultId,grid,final_position,positionOrder,points_per_race,laps,fastestLap,fastestLapTime,fastestLapSpeed,statusId,constructor_points,constructor_position,constructor_wins,avg_position_last_5,points_before_race,circuitId,year,avg_position_circuit,grid_qual_diff,avg_position_per_season,avg_points_per_race_season,avg_constructor_position_season,avg_fastest_lap_speed,avg_pit_stop_duration,avg_lap_time_circuit
1110,807,210,20,123.166,,,9.0,14,0,26083,0,18,18,0.0,44,26,109.907,229.415,1,11.0,8,0,15.4,76280.5,13,2023,12.272727272727273,-20,14.545454545454545,0.2727272727272727,8.181818181818182,188.94374672489084,55.217457378472226,120.06178680203045
1111,807,210,15,81.89099999999999,80.25,,9.0,14,0,26097,14,12,12,0.0,72,53,74.472,205.881,1,11.0,8,0,16.0,76289.5,39,2023,11.5,-1,14.545454545454545,0.2727272727272727,8.181818181818182,188.94374672489084,55.217457378472226,98.81107692307693
1112,807,210,13,82.343,81.776,,9.0,14,0,26122,13,17,17,0.0,50,50,85.894,242.796,11,11.0,8,0,15.4,76298.5,14,2023,10.6,0,14.545454545454545,0.2727272727272727,8.181818181818182,188.94374672489084,55.217457378472226,88.78411692844676
1113,807,210,9,92.1,91.994,91.80799999999999,9.0,14,0,26138,9,13,13,0.0,62,50,99.923,177.977,1,12.0,8,0,14.8,76307.5,15,2023,12.545454545454545,0,14.545454545454545,0.2727272727272727,8.181818181818182,188.94374672489084,55.217457378472226,115.9813009174312
1114,807,210,18,91.299,,,9.0,14,0,26159,18,14,14,0.0,52,44,97.25,214.963,11,12.0,8,0,14.8,76316.5,22,2023,12.363636363636363,0,14.545454545454545,0.2727272727272727,8.181818181818182,188.94374672489084,55.217457378472226,109.01579508196721
1115,807,210,15,85.904,85.783,,9.0,15,0,26181,14,16,16,0.0,56,45,86.489,225.559,11,12.0,9,0,14.8,76325.5,78,2023,16.0,-1,14.545454545454545,0.2727272727272727,8.181818181818182,188.94374672489084,55.217457378472226,95.8816947368421
1116,807,210,16,96.235,,,9.0,15,0,26196,0,11,11,0.0,56,45,100.925,196.648,1,12.0,9,0,14.4,76334.5,69,2023,12.0,-16,14.545454545454545,0.2727272727272727,8.181818181818182,188.94374672489084,55.217457378472226,106.13514871794871
1117,807,210,12,78.969,78.524,,9.0,15,0,26218,12,13,13,0.0,71,43,83.22200000000001,186.181,1,12.0,10,0,14.2,76343.5,32,2023,10.142857142857142,0,14.545454545454545,0.2727272727272727,8.181818181818182,188.94374672489084,55.217457378472226,88.64319282511211
1118,807,210,11,70.475,70.547,,9.0,16,0,26237,11,12,12,0.0,70,66,75.036,206.732,11,12.0,10,0,13.4,76352.5,18,2023,10.727272727272727,0,14.545454545454545,0.2727272727272727,8.181818181818182,188.94374672489084,55.217457378472226,90.31823098995696
1119,807,210,13,94.265,93.979,,9.0,16,0,26264,13,19,19,0.0,45,43,97.565,228.807,5,12.0,10,0,13.2,76361.5,80,2023,13.5,0,14.545454545454545,0.2727272727272727,8.181818181818182,188.94374672489084,55.217457378472226,104.10070526315789
1120,807,210,8,84.425,84.213,84.108,9.0,16,0,26280,8,15,15,0.0,58,58,89.217,213.093,1,12.0,10,0,14.2,76370.5,24,2023,12.272727272727273,0,14.545454545454545,0.2727272727272727,8.181818181818182,188.94374672489084,55.217457378472226,103.93785771543087
1121,807,210,10,90.566,89.851,90.502,0.0,16,0,26301,10,16,16,0.0,56,46,94.834,205.445,11,0.0,7,0,14.0,76379.5,3,2024,12.583333333333334,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,103.03842728635681
1122,807,210,15,89.055,,,1.0,11,0,26315,15,10,10,1.0,50,49,92.366,240.633,1,1.0,6,0,15.0,76379.5,77,2024,11.333333333333334,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,100.11190666666667
1123,807,210,16,77.976,,,3.0,13,0,26334,16,9,9,2.0,58,46,81.145,234.158,1,4.0,7,0,14.4,76380.5,1,2024,11.545454545454545,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,103.74399781659388
1124,807,210,12,89.821,89.494,,3.0,13,0,26355,12,11,11,0.0,52,52,95.325,219.304,11,4.0,7,0,13.8,76383.5,22,2024,12.363636363636363,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,109.01579508196721
1125,807,210,9,95.068,94.667,94.604,4.0,13,0,26374,9,10,10,1.0,56,32,100.815,194.649,1,5.0,7,0,12.2,76386.5,17,2024,12.9,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,107.22247872340427
1126,807,210,9,88.383,88.2,88.146,6.0,13,0,26395,9,11,11,0.0,57,56,91.941,211.909,1,7.0,7,0,11.2,76390.5,79,2024,13.0,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,94.94610526315789
1127,807,210,10,75.841,75.569,75.98,6.0,13,0,26415,10,11,11,0.0,62,3,81.7,216.308,11,7.0,7,0,10.2,76396.5,21,2024,11.0,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,83.07304838709678
1128,807,210,12,71.876,71.44,,6.0,13,0,26443,19,0,19,0.0,0,0,,0.0,4,7.0,7,0,10.4,76402.5,6,2024,12.909090909090908,7,11.625,1.5,6.875,188.94374672489084,55.217457378472226,87.1640283464567
1129,807,210,19,73.978,,,6.0,14,0,26455,17,11,11,0.0,70,67,76.68299999999999,204.733,1,7.0,7,0,12.4,76408.5,7,2024,10.454545454545455,-2,11.625,1.5,6.875,188.94374672489084,55.217457378472226,81.82601356852103
1130,807,210,13,72.708,72.31,,6.0,14,0,26475,13,11,11,0.0,66,49,78.60900000000001,213.273,1,7.0,8,0,12.4,76414.5,4,2024,13.727272727272727,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,89.41700495049506
1131,807,210,9,65.596,65.262,65.385,14.0,12,0,26490,9,6,6,8.0,71,51,70.215,221.388,1,19.0,7,0,12.6,76420.5,70,2024,13.25,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,73.80564772727273
1132,807,210,6,91.929,86.84700000000001,86.338,22.0,11,0,26510,6,6,6,8.0,52,43,89.836,236.07,1,27.0,7,0,11.6,76434.5,9,2024,9.384615384615385,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,106.3858378812199
1133,807,210,11,77.362,76.31700000000001,,22.0,11,0,26537,11,13,13,0.0,69,54,83.461,188.969,11,27.0,7,0,10.6,76456.5,11,2024,13.272727272727273,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,87.82143111111111
1134,807,210,16,116.30799999999999,,,22.0,11,0,26562,16,18,18,0.0,44,44,108.95400000000001,231.422,1,27.0,7,0,9.4,76478.5,13,2024,12.272727272727273,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,120.06178680203045
1135,807,210,13,71.832,71.215,,22.0,11,0,26575,12,11,11,0.0,71,59,75.657,202.656,11,27.0,7,0,10.8,76500.5,39,2024,11.5,-1,11.625,1.5,6.875,188.94374672489084,55.217457378472226,98.81107692307693
1136,807,210,10,80.781,80.411,80.339,22.0,11,0,26601,10,17,17,0.0,52,44,83.275,250.432,11,28.0,7,0,10.8,76522.5,14,2024,10.6,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,88.78411692844676
1137,807,210,13,103.101,103.191,,22.0,11,0,26615,12,11,11,0.0,51,42,107.691,200.674,1,29.0,7,0,13.0,76544.5,73,2024,14.333333333333334,-1,11.625,1.5,6.875,188.94374672489084,55.217457378472226,120.55046186440678
1138,807,210,6,90.724,90.15,90.115,24.0,10,0,26633,6,9,9,2.0,61,35,97.47,182.456,11,31.0,7,0,14.0,76566.5,15,2024,12.545454545454545,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,115.9813009174312
1139,807,210,12,93.601,93.544,,29.0,10,0,26652,11,8,8,4.0,56,51,98.404,201.686,1,38.0,6,0,13.2,76590.5,69,2024,12.0,-1,11.625,1.5,6.875,188.94374672489084,55.217457378472226,106.13514871794871
1140,807,210,10,77.186,76.995,77.365,31.0,10,0,26673,10,9,9,2.0,70,69,80.748,191.885,11,46.0,6,0,11.2,76619.5,32,2024,10.142857142857142,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,88.64319282511211
1141,807,210,19,91.623,,,31.0,10,0,26704,17,0,20,0.0,0,21,83.764,185.191,2,46.0,7,0,10.8,76650.5,18,2024,10.727272727272727,-2,11.625,1.5,6.875,188.94374672489084,55.217457378472226,90.31823098995696
1142,807,210,9,93.92,93.114,93.062,35.0,10,0,26712,9,8,8,4.0,50,48,96.58500000000001,231.129,1,50.0,6,0,11.4,76681.5,80,2024,13.5,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,104.10070526315789
1143,807,210,18,82.44200000000001,,,37.0,10,0,26740,18,0,16,0.0,39,33,85.767,227.458,20,54.0,7,0,10.8,76716.5,78,2024,16.0,0,11.625,1.5,6.875,188.94374672489084,55.217457378472226,95.8816947368421
1144,807,210,4,83.72200000000001,83.03999999999999,82.886,41.0,11,0,26752,7,8,8,4.0,58,17,89.152,213.249,1,58.0,7,0,12.2,76753.5,24,2024,12.272727272727273,3,11.625,1.5,6.875,188.94374672489084,55.217457378472226,103.93785771543087
842,815,15,16,97.759,97.52799999999999,,0.0,20,0,20821,16,0,21,0.0,23,19,103.298,193.177,3,6.0,5,0,13.25,76753.5,2,2011,11.285714285714286,0,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,118.8279370860927
843,815,15,12,96.04599999999999,96.053,,0.0,21,0,20841,12,17,17,0.0,55,39,101.643,193.063,11,7.0,6,0,16.25,76753.5,17,2011,10.2,0,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,105.58099100719424
844,815,15,15,87.77799999999999,87.244,,0.0,18,0,20862,15,14,14,0.0,57,46,90.797,211.645,11,8.0,6,0,15.5,76753.5,5,2011,6.333333333333333,0,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,98.7831387283237
845,815,15,12,84.209,83.367,,2.0,14,0,20881,12,9,9,2.0,65,55,87.247,192.075,11,11.0,6,0,17.0,76753.5,4,2011,8.5,0,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,88.85809346846847
846,815,15,10,75.918,75.482,,2.0,15,0,23541,0,0,24,0.0,0,0,,0.0,82,21.0,6,0,15.25,76755.5,6,2011,12.25,-10,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,87.64633333333333
848,815,15,16,99.494,99.657,,2.0,16,0,20954,16,11,11,0.0,56,41,103.949,187.672,11,27.0,6,0,17.0,76757.5,12,2011,10.0,0,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,108.70314159292036
849,815,15,12,94.14500000000001,92.624,,8.0,14,0,20974,12,7,7,6.0,52,35,96.656,219.413,1,33.0,6,0,15.0,76759.5,9,2011,11.692307692307692,0,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,116.258
850,815,15,15,93.295,93.176,,8.0,14,0,21002,15,11,11,0.0,59,53,97.033,190.994,11,35.0,6,0,13.0,76767.5,20,2011,7.666666666666667,0,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,99.25831843575419
851,815,15,10,83.06700000000001,82.157,,8.0,15,0,21030,10,15,15,0.0,68,67,84.999,185.55,12,35.0,6,0,12.4,76775.5,11,2011,11.357142857142858,0,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,87.96302870813398
852,815,15,9,126.284,124.625,111.374,8.0,15,0,21059,9,0,20,0.0,27,26,114.244,220.706,22,35.0,6,0,13.6,76783.5,13,2011,9.857142857142858,0,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,118.95894106090374
853,815,15,15,85.113,84.845,,8.0,16,0,21080,15,0,17,0.0,32,29,89.40299999999999,233.267,6,35.0,7,0,12.8,76791.5,14,2011,7.571428571428571,0,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,91.66796244784423
854,815,15,11,107.717,107.616,,9.0,16,0,21097,11,10,10,1.0,60,42,114.61500000000001,159.34,11,36.0,7,0,14.0,76799.5,15,2011,9.083333333333334,0,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,116.755078125
855,815,15,17,94.70400000000001,,,13.0,15,0,21119,17,8,8,4.0,53,39,96.569,216.479,1,40.0,7,0,14.6,76808.5,22,2011,9.916666666666666,0,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,115.36667175572519
856,815,15,17,99.09700000000001,99.443,,13.0,16,0,21151,17,16,16,0.0,54,39,102.425,197.354,11,40.0,7,0,14.0,76821.5,35,2011,12.333333333333334,0,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,109.76503658536586
857,815,15,17,87.249,87.562,,14.0,16,0,21169,20,10,10,1.0,59,58,89.345,206.502,11,41.0,7,0,14.2,76834.5,68,2011,13.0,3,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,93.0873237410072
858,815,15,11,101.311,100.874,,14.0,16,0,21194,11,11,11,0.0,54,41,104.566,191.213,11,42.0,7,0,12.2,76848.5,24,2011,9.928571428571429,0,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,104.28446577380952
859,815,15,17,74.43,74.182,,14.0,16,0,21220,17,13,13,0.0,70,63,77.78,199.439,11,44.0,7,0,11.0,76862.5,18,2011,9.846153846153847,0,13.764705882352942,0.8235294117647058,6.352941176470588,197.387615658363,70.08822983770287,89.43420921985816
860,815,15,17,86.596,,,4.0,8,0,21239,22,8,8,4.0,58,46,90.843,210.151,1,12.0,3,0,11.6,76876.5,1,2012,8.636363636363637,5,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,100.65794927536231
861,815,15,10,97.93299999999999,97.477,97.69800000000001,22.0,5,0,21257,9,2,2,18.0,56,54,101.021,197.531,1,30.0,4,0,11.6,76880.5,2,2012,11.285714285714286,-1,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,118.8279370860927
862,815,15,8,96.19800000000001,95.831,96.524,22.0,7,0,21290,8,11,11,0.0,56,37,101.071,194.156,1,31.0,4,0,8.8,76902.5,17,2012,10.2,0,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,105.58099100719424
863,815,15,8,93.814,93.66,93.394,22.0,9,0,21314,8,11,11,0.0,57,39,98.146,198.512,1,31.0,6,0,9.0,76924.5,3,2012,8.785714285714286,0,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,98.45113919413919
864,815,15,6,84.261,82.773,82.533,22.0,10,0,21347,5,0,20,0.0,37,20,88.605,189.131,61,41.0,7,0,9.0,76946.5,4,2012,8.5,-1,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,88.85809346846847
866,815,15,15,75.326,75.156,,37.0,9,0,21378,15,3,3,15.0,70,67,76.414,205.454,1,58.0,6,0,10.4,76968.5,7,2012,11.0,0,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,81.41365294117647
867,815,15,15,99.35300000000001,99.358,,39.0,9,0,21408,15,9,9,2.0,57,43,103.52600000000001,188.439,1,60.0,6,0,9.4,77005.5,12,2012,10.0,0,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,108.70314159292036
868,815,15,17,106.494,117.89500000000001,,39.0,9,0,21445,15,0,22,0.0,11,3,99.781,212.541,4,60.0,6,0,10.8,77044.5,9,2012,11.692307692307692,-2,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,116.258
869,815,15,12,75.726,99.93299999999999,,47.0,9,0,21453,17,6,6,8.0,67,62,79.27,207.725,1,80.0,6,0,13.0,77083.5,10,2012,10.6,5,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,83.44126217228464
870,815,15,14,82.11,81.895,,47.0,9,0,21485,14,14,14,0.0,69,65,85.218,185.073,1,80.0,6,0,12.0,77130.5,11,2012,11.357142857142858,0,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,87.96302870813398
871,815,15,5,109.642,107.97999999999999,108.219,47.0,9,0,21516,4,0,21,0.0,0,0,,0.0,4,80.0,6,0,10.8,77177.5,13,2012,9.857142857142858,-1,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,118.95894106090374
872,815,15,13,85.3,84.901,,65.0,9,0,21521,12,2,2,18.0,53,53,87.562,238.171,1,100.0,6,0,14.4,77224.5,14,2012,7.571428571428571,-1,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,91.66796244784423
873,815,15,14,109.055,108.505,,66.0,9,0,21553,14,10,10,1.0,59,51,112.77799999999999,161.935,1,101.0,6,0,13.0,77289.5,15,2012,9.083333333333334,0,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,116.755078125
874,815,15,6,92.14699999999999,92.169,92.02199999999999,66.0,10,0,21589,5,0,22,0.0,18,17,98.983,211.199,20,116.0,6,0,10.6,77355.5,22,2012,9.916666666666666,-1,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,115.36667175572519
875,815,15,12,98.63,98.46000000000001,,66.0,10,0,21602,12,11,11,0.0,55,49,102.495,197.219,1,116.0,6,0,13.8,77421.5,35,2012,12.333333333333334,0,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,109.76503658536586
876,815,15,8,87.179,86.076,86.36,66.0,10,0,21639,8,0,24,0.0,21,17,92.208,200.091,3,116.0,6,0,13.2,77487.5,68,2012,13.0,0,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,93.0873237410072
877,815,15,12,102.624,102.084,,66.0,10,0,21654,11,15,15,0.0,55,54,105.41,189.682,1,124.0,6,0,13.8,77553.5,24,2012,9.928571428571429,-1,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,104.28446577380952
878,815,15,15,98.5,98.206,,66.0,10,0,21674,15,11,11,0.0,56,53,100.701,197.086,1,124.0,6,0,16.4,77619.5,69,2012,7.666666666666667,0,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,105.85695114006515
879,815,15,13,75.974,74.234,,66.0,10,0,21711,12,0,24,0.0,0,0,,0.0,4,126.0,6,0,16.6,77685.5,18,2012,9.846153846153847,-1,12.947368421052632,3.473684210526316,5.684210526315789,197.387615658363,70.08822983770287,89.43420921985816
880,815,1,15,104.4,99.9,,0.0,11,0,21722,15,11,11,0.0,58,46,89.926,212.294,1,2.0,6,0,17.0,77751.5,1,2013,8.636363636363637,0,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,100.65794927536231
881,815,1,10,97.702,97.342,114.136,2.0,12,0,21742,9,9,9,2.0,56,56,99.199,201.159,1,4.0,7,0,17.0,77751.5,2,2013,11.285714285714286,-1,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,118.8279370860927
882,815,1,12,96.952,96.314,,2.0,14,0,21766,12,11,11,0.0,56,55,101.281,193.754,1,14.0,5,0,14.0,77753.5,17,2013,10.2,0,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,105.58099100719424
883,815,1,12,94.31,93.914,,10.0,11,0,21783,12,6,6,8.0,57,41,97.913,198.984,1,23.0,6,0,13.2,77755.5,3,2013,8.785714285714286,0,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,98.45113919413919
884,815,1,9,83.116,81.78999999999999,82.069,12.0,11,0,21808,8,9,9,2.0,66,55,87.251,192.066,1,29.0,6,0,12.2,77765.5,4,2013,8.5,-1,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,88.85809346846847
885,815,1,7,84.682,77.748,75.138,12.0,12,0,21837,7,16,16,0.0,72,27,79.53,151.188,22,37.0,6,0,9.2,77777.5,6,2013,12.25,0,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,87.64633333333333
886,815,1,12,84.176,89.761,,12.0,13,0,21854,12,11,11,0.0,69,69,77.369,202.918,11,37.0,6,0,10.2,77789.5,7,2013,11.0,0,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,81.41365294117647
887,815,1,14,91.953,92.082,,12.0,13,0,21885,13,20,20,0.0,46,37,96.131,220.611,36,37.0,6,0,10.6,77801.5,9,2013,11.692307692307692,-1,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,116.258
888,815,1,13,91.498,90.93299999999999,,16.0,12,0,21895,13,8,8,4.0,60,50,96.134,192.78,1,49.0,6,0,12.4,77813.5,20,2013,7.666666666666667,0,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,99.25831843575419
890,815,1,9,81.612,80.545,82.398,18.0,12,0,21918,9,9,9,2.0,69,59,86.143,183.086,11,57.0,6,0,12.8,77829.5,11,2013,11.357142857142858,0,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,87.96302870813398
891,815,1,13,122.425,109.304,,18.0,12,0,21942,13,11,11,0.0,44,34,113.47200000000001,222.208,1,65.0,5,0,12.8,77847.5,13,2013,9.857142857142858,0,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,118.95894106090374
892,815,1,8,84.635,84.592,84.502,18.0,12,0,21965,8,12,12,0.0,53,44,87.607,238.049,1,66.0,5,0,11.8,77865.5,14,2013,7.571428571428571,0,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,91.66796244784423
893,815,1,14,105.164,104.75200000000001,,22.0,12,0,21983,14,8,8,4.0,61,46,111.926,162.911,1,76.0,5,0,12.0,77883.5,15,2013,9.083333333333334,0,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,116.755078125
894,815,1,11,99.049,98.362,,23.0,13,0,22007,10,10,10,1.0,55,47,102.973,196.303,1,81.0,5,0,9.6,77905.5,35,2013,12.333333333333334,-1,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,109.76503658536586
895,815,1,11,92.718,91.989,,23.0,13,0,22034,11,15,15,0.0,52,46,95.845,218.114,11,83.0,5,0,10.0,77928.5,22,2013,9.916666666666666,0,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,115.36667175572519
896,815,1,9,86.107,85.365,86.15299999999999,33.0,12,0,22046,9,5,5,10.0,60,59,88.503,208.467,1,93.0,5,0,11.2,77951.5,68,2013,13.0,0,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,93.0873237410072
897,815,1,9,101.687,100.812,101.068,35.0,12,0,22072,8,9,9,2.0,55,51,105.435,189.637,1,95.0,5,0,10.0,77984.5,24,2013,9.928571428571429,-1,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,104.28446577380952
898,815,1,7,98.36699999999999,98.03999999999999,97.452,41.0,12,0,22092,7,7,7,6.0,56,47,101.83,194.901,1,102.0,5,0,9.4,78019.5,69,2013,7.666666666666667,0,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,105.85695114006515
899,815,1,14,86.741,88.269,,49.0,11,0,22113,19,6,6,8.0,71,50,76.246,203.451,1,122.0,5,0,9.2,78060.5,18,2013,9.846153846153847,5,10.157894736842104,2.5789473684210527,5.526315789473684,197.387615658363,70.08822983770287,89.43420921985816
900,815,10,16,94.14099999999999,107.293,,1.0,10,0,22139,16,10,10,1.0,57,38,92.634,206.088,1,9.0,5,0,8.4,78109.5,1,2014,8.636363636363637,0,11.157894736842104,3.1052631578947367,4.842105263157895,197.387615658363,70.08822983770287,100.65794927536231
901,815,10,14,120.076,122.511,,1.0,13,0,22173,14,0,22,0.0,0,0,,0.0,54,19.0,5,0,7.4,78110.5,2,2014,11.285714285714286,0,11.157894736842104,3.1052631578947367,4.842105263157895,197.387615658363,70.08822983770287,118.8279370860927
902,815,10,5,94.99799999999999,94.747,94.346,16.0,9,0,22176,4,3,3,15.0,57,36,99.32,196.165,1,44.0,2,0,10.8,78111.5,3,2014,8.785714285714286,-1,11.157894736842104,3.1052631578947367,4.842105263157895,197.387615658363,70.08822983770287,98.45113919413919
903,815,10,16,118.362,118.26400000000001,,18.0,10,0,22204,16,9,9,2.0,54,32,102.22800000000001,191.959,1,54.0,3,0,9.6,78127.5,17,2014,10.2,0,11.157894736842104,3.1052631578947367,4.842105263157895,197.387615658363,70.08822983770287,105.58099100719424
904,815,10,12,88.469,88.002,,20.0,10,0,22226,11,9,9,2.0,65,39,90.756,184.648,11,57.0,4,0,10.0,78145.5,4,2014,8.5,-1,11.157894736842104,3.1052631578947367,4.842105263157895,197.387615658363,70.08822983770287,88.85809346846847
905,815,10,10,78.108,77.755,78.327,20.0,10,0,22260,10,0,21,0.0,0,0,,0.0,4,67.0,4,0,10.6,78165.5,6,2014,12.25,0,11.157894736842104,3.1052631578947367,4.842105263157895,197.387615658363,70.08822983770287,87.64633333333333
906,815,10,13,78.235,76.47200000000001,,20.0,10,0,22272,13,11,11,0.0,69,63,79.491,197.501,4,77.0,4,0,12.8,78185.5,7,2014,11.0,0,11.157894736842104,3.1052631578947367,4.842105263157895,197.387615658363,70.08822983770287,81.41365294117647
907,815,10,11,70.124,69.754,,28.0,11,0,22289,15,6,6,8.0,71,59,72.142,215.874,1,87.0,4,0,10.6,78205.5,70,2014,8.384615384615385,4,11.157894736842104,3.1052631578947367,4.842105263157895,197.387615658363,70.08822983770287,72.8341
908,815,10,7,102.146,97.35,100.457,28.0,11,0,22316,7,11,11,0.0,51,41,98.71600000000001,214.834,11,91.0,5,0,11.2,78233.5,9,2014,11.692307692307692,0,11.157894736842104,3.1052631578947367,4.842105263157895,197.387615658363,70.08822983770287,116.258
909,815,10,10,78.916,78.161,78.035,29.0,11,0,22337,10,10,10,1.0,66,54,80.752,203.913,11,98.0,5,0,11.6,78261.5,10,2014,10.6,0,11.157894736842104,3.1052631578947367,4.842105263157895,197.387615658363,70.08822983770287,83.44126217228464
910,815,10,13,85.91,85.211,,29.0,11,0,22368,12,0,19,0.0,23,21,90.28,174.696,3,98.0,5,0,11.8,78290.5,11,2014,11.357142857142858,-1,11.157894736842104,3.1052631578947367,4.842105263157895,197.387615658363,70.08822983770287,87.96302870813398
911,815,10,13,130.666,130.084,,33.0,12,0,22380,13,8,8,4.0,44,28,114.532,220.151,1,103.0,6,0,11.4,78319.5,13,2014,9.857142857142858,0,11.157894736842104,3.1052631578947367,4.842105263157895,197.387615658363,70.08822983770287,118.95894106090374
912,815,10,10,86.569,85.863,85.944,39.0,11,0,22401,10,7,7,6.0,53,35,89.107,234.042,1,109.0,6,0,10.8,78352.5,14,2014,7.571428571428571,0,11.157894736842104,3.1052631578947367,4.842105263157895,197.387615658363,70.08822983770287,91.66796244784423
913,815,10,15,108.143,107.575,,45.0,10,0,22423,15,7,7,6.0,60,46,112.007,162.793,1,117.0,5,0,11.0,78391.5,15,2014,9.083333333333334,0,11.157894736842104,3.1052631578947367,4.842105263157895,197.387615658363,70.08822983770287,116.755078125
914,815,10,12,95.439,95.089,,46.0,10,0,22448,11,10,10,1.0,43,27,113.556,184.095,11,122.0,5,0,10.2,78436.5,22,2014,9.916666666666666,-1,11.157894736842104,3.1052631578947367,4.842105263157895,197.387615658363,70.08822983770287,115.36667175572519
